GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
0500000US42051,42051,"Fayette County, Pennsylvania",50,4,0,11,5,0,0,0,0,3,2,0,5,20,0,0,0
0500000US42053,42053,"Forest County, Pennsylvania",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42055,42055,"Franklin County, Pennsylvania",212,30,9,11,2,14,0,20,0,6,9,5,16,32,12,19,27
0500000US42057,42057,"Fulton County, Pennsylvania",4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0500000US42059,42059,"Greene County, Pennsylvania",25,4,7,2,0,0,0,1,0,8,0,3,0,0,0,0,0
0500000US42061,42061,"Huntingdon County, Pennsylvania",13,0,0,0,0,0,5,0,0,3,2,0,0,0,1,0,2
0500000US42063,42063,"Indiana County, Pennsylvania",212,64,20,30,0,0,9,0,0,0,7,28,0,20,9,5,20
0500000US42065,42065,"Jefferson County, Pennsylvania",38,15,6,0,0,3,4,0,0,0,0,0,0,0,0,7,3
0500000US42067,42067,"Juniata County, Pennsylvania",23,5,0,0,3,5,3,0,0,3,0,3,1,0,0,0,0
0500000US42069,42069,"Lackawanna County, Pennsylvania",481,38,24,24,17,27,28,21,20,10,42,60,64,20,13,19,54
0500000US42071,42071,"Lancaster County, Pennsylvania",1675,75,52,104,65,101,141,122,88,90,241,231,219,51,64,20,11
0500000US42073,42073,"Lawrence County, Pennsylvania",100,28,9,0,0,0,0,3,20,8,10,0,0,0,0,8,14
0500000US42075,42075,"Lebanon County, Pennsylvania",312,49,5,8,32,22,11,4,22,35,19,14,51,4,13,0,23
0500000US42077,42077,"Lehigh County, Pennsylvania",2230,186,86,55,64,113,104,103,113,109,159,306,351,218,125,84,54
0500000US42079,42079,"Luzerne County, Pennsylvania",398,35,18,32,12,21,6,12,10,17,32,35,53,38,13,34,30
0500000US42081,42081,"Lycoming County, Pennsylvania",149,0,15,3,4,27,5,8,27,33,0,5,4,0,3,0,15
0500000US42083,42083,"McKean County, Pennsylvania",54,7,2,9,2,0,5,0,13,0,5,0,1,6,0,0,4
0500000US42085,42085,"Mercer County, Pennsylvania",163,10,9,4,10,0,8,9,7,0,17,15,10,12,13,23,16
0500000US42087,42087,"Mifflin County, Pennsylvania",18,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,7
0500000US42089,42089,"Monroe County, Pennsylvania",338,14,2,42,5,13,7,9,38,4,21,36,58,23,17,14,35
0500000US42091,42091,"Montgomery County, Pennsylvania",9283,553,237,278,332,346,430,560,489,369,972,1107,1427,861,482,378,462
0500000US42093,42093,"Montour County, Pennsylvania",90,0,0,0,25,0,10,0,19,0,0,0,2,12,0,9,13
0500000US42095,42095,"Northampton County, Pennsylvania",959,99,22,51,75,58,65,27,63,20,14,81,105,57,52,93,77
0500000US42097,42097,"Northumberland County, Pennsylvania",129,4,7,7,15,18,4,0,18,3,30,6,5,0,3,2,7
0500000US42099,42099,"Perry County, Pennsylvania",21,0,2,4,0,2,0,0,0,2,0,0,5,4,0,2,0
0500000US42101,42101,"Philadelphia County, Pennsylvania",20708,5368,1329,1590,1305,1235,1379,1001,998,913,1383,1680,1231,669,224,172,231
0500000US42103,42103,"Pike County, Pennsylvania",114,2,3,3,2,2,10,18,3,6,7,10,19,9,12,3,5
0500000US42105,42105,"Potter County, Pennsylvania",33,0,4,4,0,3,3,2,0,0,2,8,0,0,0,2,5
0500000US42107,42107,"Schuylkill County, Pennsylvania",127,24,16,2,3,9,0,0,11,2,10,13,6,5,19,0,7
0500000US42109,42109,"Snyder County, Pennsylvania",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0500000US42111,42111,"Somerset County, Pennsylvania",34,0,0,2,0,18,3,0,7,0,0,0,4,0,0,0,0
0500000US42113,42113,"Sullivan County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42115,42115,"Susquehanna County, Pennsylvania",29,5,2,0,4,2,0,0,0,0,0,2,4,4,0,0,6
0500000US42117,42117,"Tioga County, Pennsylvania",31,8,5,0,0,0,2,0,0,0,0,0,5,11,0,0,0
0500000US42119,42119,"Union County, Pennsylvania",57,17,0,0,0,0,0,0,0,2,8,10,9,0,11,0,0
0500000US42121,42121,"Venango County, Pennsylvania",7,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0
0500000US42123,42123,"Warren County, Pennsylvania",29,2,0,0,0,0,0,3,2,4,6,0,9,0,3,0,0
0500000US42125,42125,"Washington County, Pennsylvania",198,18,5,12,20,13,0,9,10,0,20,28,17,27,9,10,0
0500000US42127,42127,"Wayne County, Pennsylvania",47,5,6,2,0,9,0,4,2,4,0,2,3,0,0,0,10
0500000US42129,42129,"Westmoreland County, Pennsylvania",479,22,12,16,14,11,28,4,0,0,22,36,54,10,89,116,45
0500000US42131,42131,"Wyoming County, Pennsylvania",21,0,4,0,2,0,0,0,0,0,2,0,5,2,6,0,0
0500000US42133,42133,"York County, Pennsylvania",836,50,0,35,25,37,68,65,63,48,123,108,119,35,6,15,39
