GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17
0500000US34029,34029,"Ocean County, New Jersey",1651,131,90,115,130,122,113,69,85,75,152,206,203,53,32,48,27
0500000US34031,34031,"Passaic County, New Jersey",20174,2152,1206,1590,1487,1734,1455,1315,1298,1115,1983,1986,1588,609,274,235,147
0500000US34033,34033,"Salem County, New Jersey",249,61,31,34,41,13,13,8,14,12,0,0,18,4,0,0,0
0500000US34035,34035,"Somerset County, New Jersey",1972,75,58,92,105,127,132,148,132,137,197,260,245,137,42,67,18
0500000US34037,34037,"Sussex County, New Jersey",314,18,9,36,0,11,21,3,33,18,27,52,36,21,0,23,6
0500000US34039,34039,"Union County, New Jersey",9064,848,548,505,520,589,553,642,621,515,948,1115,917,316,166,178,83
0500000US34041,34041,"Warren County, New Jersey",241,11,18,14,8,12,0,25,26,0,41,19,50,7,6,0,4
0500000US42001,42001,"Adams County, Pennsylvania",288,41,31,11,16,19,47,36,13,8,19,42,2,3,0,0,0
0500000US42003,42003,"Allegheny County, Pennsylvania",1076,176,112,99,62,89,65,104,73,66,45,80,38,34,0,16,17
0500000US42005,42005,"Armstrong County, Pennsylvania",23,0,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0
0500000US42007,42007,"Beaver County, Pennsylvania",37,4,0,0,13,0,0,0,0,12,2,0,4,2,0,0,0
0500000US42009,42009,"Bedford County, Pennsylvania",14,3,0,3,0,1,0,0,2,3,0,0,2,0,0,0,0
0500000US42011,42011,"Berks County, Pennsylvania",5516,1368,387,602,475,530,429,284,314,174,316,304,202,77,15,13,26
0500000US42013,42013,"Blair County, Pennsylvania",22,0,0,0,8,4,0,6,0,4,0,0,0,0,0,0,0
0500000US42015,42015,"Bradford County, Pennsylvania",22,2,0,0,0,5,0,2,0,0,4,0,2,0,3,4,0
0500000US42017,42017,"Bucks County, Pennsylvania",1404,87,42,142,91,102,77,124,97,62,212,180,114,39,6,16,13
0500000US42019,42019,"Butler County, Pennsylvania",59,10,8,0,13,7,0,0,5,0,15,1,0,0,0,0,0
0500000US42021,42021,"Cambria County, Pennsylvania",53,3,14,0,11,0,2,2,0,10,9,2,0,0,0,0,0
0500000US42023,42023,"Cameron County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42025,42025,"Carbon County, Pennsylvania",50,3,0,0,3,0,9,0,0,21,0,12,2,0,0,0,0
0500000US42027,42027,"Centre County, Pennsylvania",223,107,0,31,30,0,19,8,2,6,8,2,10,0,0,0,0
0500000US42029,42029,"Chester County, Pennsylvania",1290,122,55,70,81,98,58,137,78,65,112,203,91,102,0,10,8
0500000US42031,42031,"Clarion County, Pennsylvania",11,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,0
0500000US42033,42033,"Clearfield County, Pennsylvania",11,7,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
0500000US42035,42035,"Clinton County, Pennsylvania",10,0,0,2,0,0,0,0,4,0,2,2,0,0,0,0,0
0500000US42037,42037,"Columbia County, Pennsylvania",20,8,0,0,6,0,0,1,0,2,3,0,0,0,0,0,0
0500000US42039,42039,"Crawford County, Pennsylvania",48,15,6,2,4,2,8,0,0,4,0,7,0,0,0,0,0
0500000US42041,42041,"Cumberland County, Pennsylvania",295,24,0,46,44,63,0,2,49,18,15,6,20,0,0,8,0
0500000US42043,42043,"Dauphin County, Pennsylvania",1531,313,108,140,209,119,118,123,67,88,81,73,62,6,8,0,16
0500000US42045,42045,"Delaware County, Pennsylvania",759,132,88,64,49,49,51,50,32,26,33,78,35,49,7,5,11
0500000US42047,42047,"Elk County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42049,42049,"Erie County, Pennsylvania",665,140,126,50,42,32,70,26,83,25,34,25,9,3,0,0,0
0500000US42051,42051,"Fayette County, Pennsylvania",17,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42053,42053,"Forest County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42055,42055,"Franklin County, Pennsylvania",288,6,22,5,28,71,31,26,6,17,14,24,21,17,0,0,0
0500000US42057,42057,"Fulton County, Pennsylvania",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0500000US42059,42059,"Greene County, Pennsylvania",29,6,0,0,0,0,5,0,0,0,0,4,8,6,0,0,0
0500000US42061,42061,"Huntingdon County, Pennsylvania",9,0,0,2,0,0,0,3,0,0,0,2,2,0,0,0,0
0500000US42063,42063,"Indiana County, Pennsylvania",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42065,42065,"Jefferson County, Pennsylvania",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0500000US42067,42067,"Juniata County, Pennsylvania",34,14,0,6,7,0,0,3,0,0,0,4,0,0,0,0,0
0500000US42069,42069,"Lackawanna County, Pennsylvania",278,48,13,49,31,16,7,27,22,11,15,23,6,3,7,0,0
0500000US42071,42071,"Lancaster County, Pennsylvania",3974,670,445,412,381,365,277,279,276,187,236,216,141,57,4,9,19
0500000US42073,42073,"Lawrence County, Pennsylvania",43,4,19,0,2,0,0,0,0,0,0,18,0,0,0,0,0
0500000US42075,42075,"Lebanon County, Pennsylvania",860,203,103,99,107,70,68,43,43,6,28,47,34,5,0,4,0
0500000US42077,42077,"Lehigh County, Pennsylvania",4765,854,464,437,468,438,361,393,350,191,194,352,137,69,12,21,24
0500000US42079,42079,"Luzerne County, Pennsylvania",399,44,43,67,53,30,36,22,16,20,26,17,5,5,3,12,0
0500000US42081,42081,"Lycoming County, Pennsylvania",117,16,9,0,21,6,4,9,9,15,2,0,9,6,0,0,11
0500000US42083,42083,"McKean County, Pennsylvania",30,0,1,5,8,0,0,6,10,0,0,0,0,0,0,0,0
0500000US42085,42085,"Mercer County, Pennsylvania",114,20,0,6,19,5,20,6,0,13,18,0,7,0,0,0,0
0500000US42087,42087,"Mifflin County, Pennsylvania",28,0,14,0,0,0,0,10,0,0,4,0,0,0,0,0,0
0500000US42089,42089,"Monroe County, Pennsylvania",813,35,45,34,51,7,29,56,0,79,167,100,132,63,0,6,9
0500000US42091,42091,"Montgomery County, Pennsylvania",1346,137,33,45,66,69,137,94,91,65,180,88,163,74,62,22,20
0500000US42093,42093,"Montour County, Pennsylvania",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0500000US42095,42095,"Northampton County, Pennsylvania",2293,503,255,170,214,204,179,124,103,108,107,155,116,41,0,8,6
0500000US42097,42097,"Northumberland County, Pennsylvania",91,38,12,0,6,12,4,0,0,0,0,18,0,1,0,0,0
0500000US42099,42099,"Perry County, Pennsylvania",29,1,0,2,0,3,6,7,0,2,4,0,4,0,0,0,0
0500000US42101,42101,"Philadelphia County, Pennsylvania",21224,6550,2165,1905,1777,1726,1198,1042,789,785,1134,1061,658,259,62,68,45
0500000US42103,42103,"Pike County, Pennsylvania",174,0,6,3,10,8,10,0,23,20,27,22,20,2,15,8,0
0500000US42105,42105,"Potter County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42107,42107,"Schuylkill County, Pennsylvania",81,10,5,8,19,0,0,2,18,0,11,8,0,0,0,0,0
0500000US42109,42109,"Snyder County, Pennsylvania",29,10,2,0,2,0,9,0,0,0,6,0,0,0,0,0,0
0500000US42111,42111,"Somerset County, Pennsylvania",13,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42113,42113,"Sullivan County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US42115,42115,"Susquehanna County, Pennsylvania",10,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,2
0500000US42117,42117,"Tioga County, Pennsylvania",13,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0
0500000US42119,42119,"Union County, Pennsylvania",32,20,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0
0500000US42121,42121,"Venango County, Pennsylvania",19,0,0,0,12,5,0,0,0,0,0,2,0,0,0,0,0
0500000US42123,42123,"Warren County, Pennsylvania",8,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0500000US42125,42125,"Washington County, Pennsylvania",102,5,10,19,19,7,0,2,0,20,4,16,0,0,0,0,0
0500000US42127,42127,"Wayne County, Pennsylvania",35,5,4,2,3,0,4,3,1,2,8,3,0,0,0,0,0
0500000US42129,42129,"Westmoreland County, Pennsylvania",90,23,6,0,0,5,15,6,0,5,5,13,0,12,0,0,0
0500000US42131,42131,"Wyoming County, Pennsylvania",5,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
0500000US42133,42133,"York County, Pennsylvania",1551,262,179,139,96,125,151,83,84,79,116,142,64,19,0,12,0
